date,ce_price,pe_price,straddle_price
2025-01-08 12:25:00+05:30,130.5,51.75,182.25
2025-01-08 12:30:00+05:30,121.75,55.9,177.65
2025-01-08 12:35:00+05:30,124.0,54.7,178.7
2025-01-08 12:40:00+05:30,130.6,50.65,181.25
2025-01-08 12:45:00+05:30,118.8,55.15,173.95
2025-01-08 12:50:00+05:30,125.25,50.55,175.8
2025-01-08 12:55:00+05:30,132.5,46.6,179.1
2025-01-08 13:00:00+05:30,128.1,48.45,176.55
2025-01-08 13:05:00+05:30,133.0,46.2,179.2
2025-01-08 13:10:00+05:30,130.15,46.1,176.25
2025-01-08 13:15:00+05:30,132.8,44.95,177.75
2025-01-08 13:20:00+05:30,148.7,37.25,185.95
2025-01-08 13:25:00+05:30,154.1,36.2,190.3
2025-01-08 13:30:00+05:30,166.25,32.05,198.3
2025-01-08 13:35:00+05:30,156.1,33.35,189.45
2025-01-08 13:40:00+05:30,210.6,21.85,232.45
2025-01-08 13:45:00+05:30,218.9,22.1,241.0
2025-01-08 13:50:00+05:30,240.15,17.7,257.85
2025-01-08 13:55:00+05:30,247.7,17.45,265.15
2025-01-08 14:00:00+05:30,228.9,19.3,248.20000000000002
2025-01-08 14:05:00+05:30,257.7,16.05,273.75
2025-01-08 14:10:00+05:30,268.8,14.5,283.3
2025-01-08 14:15:00+05:30,268.85,14.55,283.40000000000003
2025-01-08 14:20:00+05:30,296.75,11.8,308.55
2025-01-08 14:25:00+05:30,244.55,17.0,261.55
2025-01-08 14:30:00+05:30,259.9,13.8,273.7
2025-01-08 14:35:00+05:30,249.65,14.95,264.6
2025-01-08 14:40:00+05:30,271.0,12.8,283.8
2025-01-08 14:45:00+05:30,280.05,12.6,292.65000000000003
2025-01-08 14:50:00+05:30,281.8,12.5,294.3
2025-01-08 14:55:00+05:30,251.9,15.15,267.05
2025-01-08 15:00:00+05:30,252.0,13.45,265.45
2025-01-08 15:05:00+05:30,263.25,12.1,275.35
2025-01-08 15:10:00+05:30,268.15,11.9,280.04999999999995
2025-01-08 15:15:00+05:30,249.45,12.75,262.2
2025-01-08 15:20:00+05:30,252.0,13.4,265.4
2025-01-08 15:25:00+05:30,242.0,12.5,254.5
