date,open,high,low,close,volume
2024-12-30 09:15:00+05:30,86.25,86.25,78.2,79.45,11850
2024-12-30 09:20:00+05:30,77.3,83.3,77.3,82.9,7650
2024-12-30 09:25:00+05:30,82.9,86.9,81.4,86.9,6225
2024-12-30 09:30:00+05:30,86.9,90.0,84.55,86.0,10350
2024-12-30 09:35:00+05:30,86.65,90.0,83.05,89.2,11250
2024-12-30 09:40:00+05:30,89.2,92.0,86.4,87.8,7425
2024-12-30 09:45:00+05:30,87.8,87.8,80.9,83.4,4050
2024-12-30 09:50:00+05:30,83.4,83.4,75.8,76.4,5700
2024-12-30 09:55:00+05:30,76.4,84.8,75.8,84.0,8625
2024-12-30 10:00:00+05:30,84.65,84.65,76.45,78.8,2325
2024-12-30 10:05:00+05:30,78.9,83.4,76.7,77.85,18225
2024-12-30 10:10:00+05:30,77.8,79.7,72.0,74.5,12375
2024-12-30 10:15:00+05:30,73.7,76.6,69.75,75.75,8850
2024-12-30 10:20:00+05:30,75.75,78.0,72.9,73.2,7725
2024-12-30 10:25:00+05:30,73.2,73.8,69.6,71.0,7725
2024-12-30 10:30:00+05:30,70.7,71.25,66.85,70.2,11325
2024-12-30 10:35:00+05:30,68.8,70.5,67.2,70.3,4950
2024-12-30 10:40:00+05:30,70.35,72.4,67.0,67.0,3900
2024-12-30 10:45:00+05:30,68.0,68.0,58.9,60.55,31200
2024-12-30 10:50:00+05:30,60.65,62.25,59.65,62.0,14100
2024-12-30 10:55:00+05:30,62.0,65.4,61.6,65.15,3600
2024-12-30 11:00:00+05:30,65.15,74.7,65.15,72.9,8625
2024-12-30 11:05:00+05:30,75.0,75.0,70.2,72.95,16425
2024-12-30 11:10:00+05:30,73.75,74.2,71.9,72.1,6300
2024-12-30 11:15:00+05:30,72.1,73.9,69.0,69.8,11475
2024-12-30 11:20:00+05:30,69.8,69.8,62.75,63.0,4425
2024-12-30 11:25:00+05:30,63.2,64.5,61.5,61.5,3750
2024-12-30 11:30:00+05:30,61.9,62.55,58.6,59.75,14925
2024-12-30 11:35:00+05:30,59.75,62.45,57.7,60.6,7050
2024-12-30 11:40:00+05:30,60.6,62.3,57.3,59.45,10800
2024-12-30 11:45:00+05:30,59.45,60.15,56.8,57.0,11550
2024-12-30 11:50:00+05:30,56.7,60.35,55.45,59.85,27375
2024-12-30 11:55:00+05:30,59.9,61.15,58.3,59.1,8925
2024-12-30 12:00:00+05:30,59.1,61.35,57.95,58.85,14925
2024-12-30 12:05:00+05:30,58.85,61.8,58.85,61.0,7425
2024-12-30 12:10:00+05:30,61.0,61.0,58.1,61.0,3375
2024-12-30 12:15:00+05:30,60.85,64.25,60.85,63.95,5775
2024-12-30 12:20:00+05:30,63.95,69.75,62.15,69.25,10800
2024-12-30 12:25:00+05:30,69.0,81.55,68.65,81.0,12300
2024-12-30 12:30:00+05:30,82.0,88.85,78.9,81.2,24375
2024-12-30 12:35:00+05:30,81.2,84.5,78.75,81.05,8475
2024-12-30 12:40:00+05:30,81.05,83.65,78.3,78.3,2925
2024-12-30 12:45:00+05:30,78.3,80.2,73.15,79.65,4200
2024-12-30 12:50:00+05:30,79.65,81.4,77.55,80.9,9825
2024-12-30 12:55:00+05:30,80.85,84.0,79.8,81.15,3675
2024-12-30 13:00:00+05:30,82.15,86.45,82.15,85.0,8925
2024-12-30 13:05:00+05:30,86.7,88.5,84.2,86.4,5400
2024-12-30 13:10:00+05:30,86.4,86.6,82.8,84.1,4950
2024-12-30 13:15:00+05:30,85.2,86.85,81.45,82.95,2925
2024-12-30 13:20:00+05:30,82.95,88.85,82.95,87.2,4200
2024-12-30 13:25:00+05:30,88.85,98.0,88.85,97.65,8100
2024-12-30 13:30:00+05:30,99.7,112.85,96.1,110.15,37800
2024-12-30 13:35:00+05:30,111.8,115.3,104.85,106.15,30900
2024-12-30 13:40:00+05:30,107.2,112.1,106.6,110.55,7275
2024-12-30 13:45:00+05:30,110.55,123.0,110.55,117.45,19725
2024-12-30 13:50:00+05:30,117.45,127.85,116.9,127.7,7650
2024-12-30 13:55:00+05:30,127.7,129.1,116.55,118.0,13650
2024-12-30 14:00:00+05:30,118.2,127.0,118.2,120.55,4650
2024-12-30 14:05:00+05:30,120.55,125.0,117.45,120.95,7875
2024-12-30 14:10:00+05:30,120.95,128.1,120.95,125.0,4725
2024-12-30 14:15:00+05:30,127.35,128.4,118.65,122.0,6450
2024-12-30 14:20:00+05:30,122.0,134.2,122.0,125.8,12675
2024-12-30 14:25:00+05:30,126.8,129.6,126.7,127.75,14175
2024-12-30 14:30:00+05:30,127.75,127.75,114.0,116.4,4425
2024-12-30 14:35:00+05:30,116.4,120.15,108.1,108.1,3075
2024-12-30 14:40:00+05:30,108.1,116.05,108.1,109.1,3750
2024-12-30 14:45:00+05:30,109.1,110.45,105.0,108.75,3225
2024-12-30 14:50:00+05:30,108.75,111.75,105.6,106.9,2025
2024-12-30 14:55:00+05:30,105.8,106.35,96.4,96.4,9150
2024-12-30 15:00:00+05:30,96.4,115.05,93.45,108.95,9525
2024-12-30 15:05:00+05:30,108.95,114.4,108.95,112.95,5550
2024-12-30 15:10:00+05:30,112.95,123.05,111.0,115.4,13125
2024-12-30 15:15:00+05:30,114.95,115.6,103.2,103.2,9675
2024-12-30 15:20:00+05:30,102.05,104.85,98.65,104.7,18825
2024-12-30 15:25:00+05:30,104.3,107.3,102.45,107.3,13125
2024-12-31 09:15:00+05:30,142.25,153.3,138.55,148.35,32550
