candles,code,message,s
"[1736234400, 23737.4, 23742.7, 23730.55, 23738.25, 0]",200,,ok
"[1736234700, 23738.25, 23741.45, 23719.85, 23726.95, 0]",200,,ok
"[1736235000, 23727.8, 23732.05, 23718.95, 23722.35, 0]",200,,ok
"[1736235300, 23722.5, 23738, 23720.35, 23735.15, 0]",200,,ok
"[1736235600, 23734.85, 23738.6, 23724.1, 23726.65, 0]",200,,ok
"[1736235900, 23727.65, 23730.85, 23718.05, 23718.2, 0]",200,,ok
"[1736236200, 23718.5, 23729.35, 23713.75, 23721.3, 0]",200,,ok
"[1736236500, 23721.55, 23733.65, 23716.25, 23730.8, 0]",200,,ok
"[1736236800, 23730.1, 23761.95, 23729.05, 23759.7, 0]",200,,ok
"[1736237100, 23759.85, 23759.85, 23740.3, 23742.95, 0]",200,,ok
"[1736237400, 23743.1, 23750.05, 23728, 23729.75, 0]",200,,ok
"[1736237700, 23730.4, 23743.25, 23716.8, 23719.55, 0]",200,,ok
"[1736238000, 23720.1, 23725.75, 23693.25, 23699.15, 0]",200,,ok
"[1736238300, 23701.75, 23708.5, 23686.9, 23689.15, 0]",200,,ok
"[1736238600, 23689.4, 23705.85, 23687.8, 23698.25, 0]",200,,ok
"[1736238900, 23698.35, 23719.75, 23693, 23714.55, 0]",200,,ok
"[1736239200, 23713.8, 23728.25, 23707.2, 23720.25, 0]",200,,ok
"[1736239500, 23720.2, 23733.7, 23713.05, 23730.25, 0]",200,,ok
"[1736239800, 23730.45, 23732.55, 23714.05, 23717.6, 0]",200,,ok
"[1736240100, 23718.05, 23718.35, 23705.55, 23710.7, 0]",200,,ok
"[1736240400, 23709.75, 23712.05, 23699.75, 23710.35, 0]",200,,ok
"[1736240700, 23709.55, 23710.85, 23692.4, 23694.65, 0]",200,,ok
"[1736241000, 23694.95, 23705.7, 23692.45, 23696.9, 0]",200,,ok
"[1736241300, 23696.95, 23710.9, 23684.35, 23700.1, 0]",200,,ok
"[1736241600, 23700.45, 23710, 23697.1, 23705.7, 0]",200,,ok
"[1736241900, 23706.45, 23728.6, 23699.95, 23720.55, 0]",200,,ok
"[1736242200, 23723.1, 23737, 23704.75, 23714.45, 0]",200,,ok
"[1736242500, 23714.5, 23714.5, 23701.6, 23706.65, 0]",200,,ok
"[1736242800, 23708.7, 23722.95, 23697.7, 23704.45, 0]",200,,ok
"[1736243100, 23703.95, 23712.05, 23694.65, 23707.55, 0]",200,,ok
"[1736243400, 23707.3, 23707.55, 23696.15, 23703.6, 0]",200,,ok
"[1736243700, 23702.4, 23708.4, 23686.8, 23694.6, 0]",200,,ok
"[1736307900, 23746.65, 23751.85, 23676.6, 23680.1, 0]",200,,ok
"[1736308200, 23679.5, 23680.9, 23645.45, 23654.75, 0]",200,,ok
"[1736308500, 23655.2, 23665.7, 23632.35, 23638.7, 0]",200,,ok
"[1736308800, 23637.8, 23659.1, 23628.15, 23629.05, 0]",200,,ok
"[1736309100, 23628, 23688.2, 23626.7, 23669.8, 0]",200,,ok
"[1736309400, 23670.45, 23697.45, 23647.6, 23650.2, 0]",200,,ok
"[1736309700, 23650.1, 23653.55, 23622.2, 23626.4, 0]",200,,ok
"[1736310000, 23628, 23681.2, 23625.45, 23677.85, 0]",200,,ok
"[1736310300, 23678.55, 23691.15, 23655.2, 23670.05, 0]",200,,ok
"[1736310600, 23670.15, 23680.55, 23657.85, 23676.05, 0]",200,,ok
"[1736310900, 23676, 23685, 23643.95, 23643.95, 0]",200,,ok
"[1736311200, 23645.05, 23669.55, 23643.55, 23669.2, 0]",200,,ok
"[1736311500, 23670.9, 23684.25, 23664.55, 23664.55, 0]",200,,ok
"[1736311800, 23665.55, 23665.55, 23600.7, 23602.3, 0]",200,,ok
"[1736312100, 23601.65, 23610.85, 23578.6, 23607.65, 0]",200,,ok
"[1736312400, 23607.45, 23614.1, 23594.25, 23600.15, 0]",200,,ok
"[1736312700, 23600.75, 23611.2, 23587.2, 23594.95, 0]",200,,ok
"[1736313000, 23593.2, 23597.5, 23553.65, 23554.75, 0]",200,,ok
"[1736313300, 23553.4, 23581.7, 23551.45, 23579.75, 0]",200,,ok
"[1736313600, 23579.7, 23583.25, 23569.85, 23571.95, 0]",200,,ok
"[1736313900, 23572.75, 23580.1, 23565.55, 23575.65, 0]",200,,ok
"[1736314200, 23575.85, 23588.8, 23563.65, 23570.15, 0]",200,,ok
"[1736314500, 23570.2, 23577.55, 23560.15, 23569.55, 0]",200,,ok
"[1736314800, 23569.9, 23583.35, 23568, 23573, 0]",200,,ok
"[1736315100, 23572.15, 23581.05, 23553.7, 23575.8, 0]",200,,ok
"[1736315400, 23575.55, 23575.55, 23535.35, 23546.8, 0]",200,,ok
"[1736315700, 23547.2, 23586.1, 23546.2, 23580.75, 0]",200,,ok
"[1736316000, 23581.35, 23599.1, 23575.2, 23594, 0]",200,,ok
"[1736316300, 23591.5, 23603.7, 23576.05, 23579.55, 0]",200,,ok
"[1736316600, 23580.85, 23587.2, 23569.1, 23572, 0]",200,,ok
"[1736316900, 23571.6, 23572.8, 23559.6, 23566.15, 0]",200,,ok
"[1736317200, 23565.3, 23567.8, 23547.15, 23552.7, 0]",200,,ok
"[1736317500, 23552.7, 23565.4, 23551.55, 23553.6, 0]",200,,ok
"[1736317800, 23553.55, 23553.9, 23532.5, 23544.25, 0]",200,,ok
"[1736318100, 23545.2, 23552, 23531.8, 23546.2, 0]",200,,ok
"[1736318400, 23546.2, 23551.55, 23525.45, 23526.75, 0]",200,,ok
"[1736318700, 23526.55, 23544.5, 23523.65, 23544.5, 0]",200,,ok
"[1736319000, 23544.8, 23559.2, 23543, 23553.4, 0]",200,,ok
"[1736319300, 23553.4, 23555.45, 23526.9, 23533, 0]",200,,ok
"[1736319600, 23532.5, 23537.05, 23506.7, 23510.15, 0]",200,,ok
"[1736319900, 23511, 23521.1, 23496.15, 23515.85, 0]",200,,ok
"[1736320200, 23520.15, 23533.25, 23501.65, 23533.25, 0]",200,,ok
"[1736320500, 23534.3, 23544.75, 23517.3, 23519.7, 0]",200,,ok
"[1736320800, 23521.75, 23538.25, 23518.7, 23535.45, 0]",200,,ok
"[1736321100, 23537.55, 23537.55, 23529.1, 23531.9, 0]",200,,ok
